Wavelength,Intensity
380,0.006857668989650475
381,0.005087831486246715
382,0.003627220252263431
383,0.002250694368374392
384,0.001881470466010597
385,0.001556959893431266
386,0.0007420189765703888
387,0.0006784733320178808
388,0.00041033891188081283
389,0.0003585939384838274
390,0.0003711500404252466
391,0.00025920653063896267
392,0.0001970204297635918
393,0.00013233457516384454
394,0.0002669348501538743
395,4.8751059736191486e-06
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0001925493835998982
403,0.0002775249426469851
404,0.0
405,0.00018622821089391925
406,0.00016736190265067733
407,0.00010948308515328951
408,0.0
409,6.666612580309891e-05
410,0.0
411,0.0003116588914679652
412,5.351424221058304e-05
413,0.0
414,0.0
415,0.0
416,0.0
417,0.00022056739678459692
418,0.0
419,0.00012059053375514022
420,0.0
421,0.00013796870544817379
422,4.314717280665137e-05
423,2.9732327629544794e-05
424,0.00018203065096287924
425,0.0
426,0.0
427,0.0
428,0.0
429,4.945255667921993e-05
430,0.0
431,0.0
432,0.0001644421107416751
433,0.0
434,0.00013919625665224304
435,2.8603415577813783e-05
436,0.0
437,8.580115961823142e-05
438,0.0
439,2.99466579560513e-05
440,0.0
441,0.00022455148832020561
442,0.0
443,1.1009350452671417e-05
444,0.0
445,5.946729594885878e-05
446,0.0
447,0.00013481885546259736
448,1.173880988143376e-05
449,0.00010285686807767797
450,2.36886130402163e-05
451,0.000212717431088033
452,8.62603331070092e-06
453,0.00014644783804194879
454,8.190853995613348e-05
455,3.3064797025940934e-05
456,0.00016905837926225307
457,3.087515269335192e-05
458,6.28975216673511e-05
459,0.0
460,7.532495526097321e-05
461,0.00010912224664421776
462,1.1449504731383086e-05
463,8.334156586250265e-05
464,0.0
465,2.043483840460451e-05
466,0.00019748839205045788
467,7.863572553096531e-05
468,0.00010101175181429813
469,0.0
470,0.0001365619165868167
471,0.0
472,1.896611780005105e-05
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.00032665848512323847
479,0.00021769347623715082
480,0.0
481,0.00013159575223286216
482,1.922765041032831e-05
483,7.081229409847459e-05
484,0.0
485,5.519580653650549e-05
486,0.0
487,7.426813558268369e-05
488,0.0
489,0.00029656357960810507
490,0.0
491,6.112469175928101e-05
492,0.0
493,0.00013508286334189767
494,0.00014804977727017455
495,0.0
496,0.0
497,3.716234705004126e-05
498,0.0
499,3.997102256039387e-05
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,3.273968883916548e-05
507,6.94424522903149e-05
508,0.0
509,4.3752446470008944e-05
510,0.0
511,0.00012056009115421053
512,1.2913943123747566e-05
513,0.0
514,3.5996942066766744e-05
515,0.00011563752820168278
516,0.0
517,0.0
518,0.0
519,6.431400872514767e-05
520,4.67043047556466e-05
521,0.0
522,0.00012108456989610055
523,0.00010168186759457719
524,0.00012877837750833974
525,0.0
526,0.0
527,0.0
528,0.0
529,3.169900458829872e-05
530,0.0
531,0.0
532,1.0458891364806219e-05
533,0.0001561609155041801
534,0.0
535,0.0
536,2.278784114548059e-05
537,0.0
538,0.0
539,2.984431661635149e-05
540,0.0
541,0.0
542,0.000321803082470502
543,0.0
544,9.14335129528645e-05
545,1.6352540089439526e-05
546,0.0
547,8.290864625271517e-05
548,0.0
549,0.0
550,0.00021213182041828567
551,0.00010984354469859649
552,0.0
553,5.570752148540349e-05
554,4.8561831447996266e-05
555,0.0001550306001177321
556,0.00018017668236603628
557,0.0
558,0.0
559,0.0
560,0.0
561,4.890054449603334e-05
562,4.747351961486161e-05
563,1.5485995925546857e-05
564,0.0
565,0.00011811820637041953
566,0.0
567,0.00016984701766035662
568,0.0
569,9.186171984977744e-05
570,4.914874146052348e-05
571,0.0
572,1.5947541608529376e-05
573,0.0
574,7.127468484071064e-05
575,0.00011863859687615068
576,0.00024731394943624017
577,0.0
578,0.0
579,0.0
580,0.00020097240735690792
581,0.00013600531676233454
582,0.0
583,8.85523121240323e-05
584,7.484120536586508e-05
585,4.676645395955164e-05
586,0.00014887364182560316
587,0.0
588,4.01053882946675e-05
589,0.0002499194199819361
590,0.0
591,0.0
592,0.0
593,0.0003281259997636567
594,6.887563184983887e-05
595,0.0002051866937988068
596,7.515343695298194e-05
597,0.00018909201731053262
598,0.0
599,0.0
600,0.0
601,4.503216414800243e-05
602,9.067285732854801e-05
603,0.0001918899619129475
604,4.418694141868045e-05
605,6.518779189261265e-05
606,0.0
607,0.0
608,0.0
609,4.3892640932522183e-05
610,0.0
611,5.4170915097349864e-05
612,0.00010649193413795764
613,0.0
614,7.8604140988227e-05
615,0.0
616,0.0
617,0.0
618,9.434723678063723e-05
619,0.00014541998598761763
620,0.00012449483441636693
621,0.0
622,0.00015086122935111098
623,0.0
624,0.0001976236532448452
625,0.0
626,0.00015964999201541167
627,0.0
628,2.115735886554524e-05
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.00019470667516511756
636,0.0
637,0.00031330937850194783
638,0.0
639,0.00012095360951625742
640,0.0
641,0.0001316723635124028
642,7.901710502363593e-05
643,0.00014058604672628736
644,6.18128290784013e-05
645,0.00014937772396646554
646,0.0
647,0.0
648,8.163438552817339e-05
649,0.00010793944030313871
650,0.00012710273451014542
651,0.0
652,0.0
653,0.00010653429542253257
654,0.00022832184439353103
655,9.710738798991472e-05
656,8.73295072268212e-05
657,0.0
658,0.0
659,0.0
660,0.0
661,0.00031963369554349486
662,3.644156499765438e-05
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,1.2070061033154331e-05
669,0.0
670,0.0
671,0.00010403137247402007
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.00012861594052488795
678,1.123702903397176e-05
679,0.0
680,0.0002545201395109822
681,0.00011125337943475623
682,8.237794316493569e-05
683,0.0
684,3.7178676227383045e-05
685,0.00019961783573627356
686,6.532918167298027e-05
687,5.058800554766549e-05
688,4.034065657242606e-05
689,0.0
690,6.150709060639875e-05
691,0.0
692,0.0
693,0.0
694,0.0
695,0.00017983823766414635
696,0.00011140543617427379
697,5.201941807213093e-05
698,0.0
699,0.0
700,0.0
701,7.817910222599924e-05
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0002307428760435634
707,0.00010863312670140665
708,6.482581156210994e-05
709,0.0
710,0.0
711,4.0516426258694076e-05
712,1.8530257449475149e-07
713,0.0
714,0.0
715,0.0
716,0.0
717,3.317389689014369e-05
718,1.3138145606521803e-06
719,0.0
720,0.0
721,0.0002174884977177078
722,0.0
723,0.00018364845799609232
724,3.386294345317332e-05
725,0.0
726,7.330464667932318e-05
727,0.0
728,6.635341577147925e-05
729,0.00011610617287142184
730,0.0
731,0.0
732,0.0
733,0.00015636185829312935
734,0.0
735,5.6884710426969354e-05
736,0.00019158483820088065
737,0.0
738,0.0
739,3.6273175828502104e-05
740,0.0
741,0.00013391214087857197
742,7.827137098924231e-05
743,0.0001755444326846333
744,8.939625221644347e-05
745,0.0
746,4.586681263215977e-06
747,0.0
748,0.0
749,0.000166975999646385
750,0.0
751,0.0
752,1.5471818318469896e-05
753,2.3118463232887563e-05
754,0.0
755,0.0
756,0.0
757,0.00012662816344619044
758,0.0
759,0.0
760,0.0
761,0.00024738568655496856
762,9.869170612633326e-05
763,0.00011169248012509359
764,0.0
765,0.00024736558695700686
766,0.0
767,0.0
768,4.394374848808674e-06
769,0.0
770,1.4197082618017436e-05
771,0.0
772,0.0001461389812230152
773,0.0
774,2.7966370486502367e-05
775,1.814639912901426e-05
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,8.070391336652787e-05
782,0.0
783,1.540906873281615e-05
784,0.0
785,7.225471801230288e-05
786,0.0
787,5.951730634989273e-07
788,0.0001665667813882871
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,3.608365382135127e-05
796,3.525376397441813e-05
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0001985756439426472
802,0.00018648381438931476
803,0.0
804,0.0001273711955471955
805,2.3611486620695672e-05
806,0.00032514625906562914
807,0.00010780743791554994
808,0.0002260380275471875
809,0.00010585803765471426
810,0.0
811,0.0
812,0.0
813,0.0
814,0.00010916898259707172
815,0.00012377856745601515
816,0.0001077202085343478
817,0.0
818,0.0
819,0.0
820,0.00011320359484331934
821,0.0
822,0.0
823,0.0
824,0.0
825,0.00014862639079919198
826,0.0
827,5.419494990887248e-05
828,0.0
829,1.39682339525757e-05
830,0.0
831,0.0
832,5.761533825160772e-05
833,0.0
834,5.052567437039671e-05
835,0.0
836,0.0
837,0.0
838,0.0002068130732097329
839,0.0
840,0.0
841,0.00012981237325226849
842,3.1447451907100486e-06
843,8.888553095326282e-05
844,2.6214386466517053e-05
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,4.950790169120236e-05
853,0.0
854,0.0
855,0.0
856,6.603064719862349e-05
857,7.855947315230627e-05
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,5.9258702937247493e-05
865,0.0002464576588536785
866,0.0
867,0.0
868,9.308107662521903e-05
869,0.0
870,4.0608347706733816e-05
871,6.67342954952903e-05
872,0.0
873,9.88952972646717e-05
874,0.0
875,8.030495940840371e-05
876,0.0001948837726487256
877,0.00013866457478038603
878,0.00016468003829112136
879,0.0
880,0.0
881,0.00014734786657273188
882,8.901425749168036e-05
883,0.0
884,0.0
885,3.43460919357023e-05
886,0.0
887,0.0
888,3.544998350965749e-05
889,0.0
890,2.27249698192321e-05
891,0.00015882795719801915
892,0.0
893,1.7436295697767826e-05
894,0.000164178149516981
895,4.716950185613805e-06
896,0.0
897,0.0
898,0.0001539214067456805
899,5.404711325814459e-05
900,0.0
901,0.0
902,0.0
903,0.0
904,8.27303002216189e-05
905,0.00028134002616488735
906,0.0
907,0.0003313603902141516
908,2.8704571354183703e-05
909,0.0
910,0.0002073707849341985
911,9.911108848154321e-05
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0003375096300525635
917,0.0
918,0.00011349621873181686
919,0.00021548240802276512
920,0.0
921,6.596167957816849e-05
922,9.346903977408139e-05
923,0.00010759281774816234
924,8.931809654241116e-05
925,0.0
926,0.0
927,0.00013042246597277625
928,6.651225577462917e-06
929,0.00011181267148436284
930,6.528467208183353e-06
931,3.116382028317845e-05
932,8.204415262852565e-05
933,3.3930062235832965e-05
934,0.0
935,0.0
936,0.0
937,0.0
938,3.624452205728922e-05
939,4.290212605442472e-06
940,0.0
941,0.0
942,0.0
943,0.0001434246904438131
944,0.00011485087652696371
945,0.0
946,0.0
947,0.00014637882187192182
948,0.0
949,0.0
950,2.0701658665964334e-05
951,0.0002454193520070265
952,0.0
953,3.9176564733928294e-05
954,0.0
955,0.0
956,4.402184658846656e-05
957,0.0
958,0.0
959,0.0001562885297767852
960,0.00022646924342625927
961,0.0
962,0.0
963,0.0
964,3.1750275471384316e-05
965,3.0440106734304487e-05
966,0.0
967,0.00017750355521568617
968,1.4142733919062157e-05
969,0.0
970,0.0
971,8.702962856426509e-05
972,0.0
973,5.326413279864695e-05
974,0.0
975,0.0
976,2.6549639685047096e-05
